"","Prix_Vente","Année_Construction","Année_Vente","Mois_Vente","Surface","Niveau_Etage","TCouloir","TChauffage","TGestion","Nb_Parking_Surface","Nb_Parking_Sous_Sol","Temps_Bus","Nb_Appartment_Batiment","Nb_Gestionnaire","Nb_Ascenseurs","Station_Metro","Nb_Bureau_Publics","Nb_Hopitaux","Nb_Grands_Magasins","N_FacilitiesNearBy.Mall.","Nb_AUtres_Proximité","Nb_Parcs","Nb_Ecoles_Primaires","Nb_Ecoles_Colléges","Nb_Ecoles_Lycée","Nb_Ecoles_Universités","Nb_Installations","Nb_Total_Proximité","Nb_Total_Ecoles"
"156",73442,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"157",75920,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"158",73053,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"159",74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"160",75088,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"161",75088,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"162",75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"163",75088,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"164",75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"165",75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"166",75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"167",75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"168",75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"169",75088,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"170",74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"171",73840,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"172",73840,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"173",75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"174",75504,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"175",75920,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"176",73053,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"177",75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"178",75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"179",75504,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"180",75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"181",75920,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"182",73840,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"183",75920,2005,2010,5,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"184",74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"185",73840,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"186",75088,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"187",75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"188",75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"189",73053,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"190",75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"191",73442,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"192",74672,2005,2010,5,572,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"193",75504,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"194",75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"195",75920,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"196",73053,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"197",73442,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"198",75920,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"199",75920,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"200",75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"201",75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"202",74672,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"203",75920,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"204",75920,2005,2010,5,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"205",75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"206",75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"207",75920,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"208",75088,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"209",75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"210",74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"211",73008,2005,2010,5,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"212",75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"213",75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"214",75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"215",75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"216",74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"217",75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"218",75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"219",74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"220",73840,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"221",75920,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"222",75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"223",75088,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"224",73840,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"225",73840,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"226",75920,2005,2010,5,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"227",75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"228",74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"229",75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"230",75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"231",75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"232",75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"233",75088,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"234",73840,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"235",73442,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"236",75920,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"237",75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"238",75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"239",75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"240",75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"241",72654,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"242",73840,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"243",74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"244",73053,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"245",75504,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"246",73840,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"247",73840,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"248",75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"249",74672,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"250",73840,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"251",79646,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"252",73840,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"253",75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"254",75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"255",73840,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"256",75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"257",74672,2005,2010,5,572,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"258",75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"259",75088,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"260",75920,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"261",73840,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"262",72256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"263",73442,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"264",74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"265",75920,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"266",75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"267",75920,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"268",80530,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"269",73442,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"270",74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"271",79646,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"272",75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"273",75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"274",75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"275",75920,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"276",61946,1985,2010,6,676,5,"corridor","individual_heating","self_management",80,76,"0~5min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"277",75920,2005,2010,6,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"278",73008,2005,2010,6,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"279",60619,1992,2010,6,576,8,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"280",57964,1992,2010,6,576,10,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"281",74256,2005,2010,6,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"282",75221,1997,2010,7,644,4,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"283",58849,1992,2010,7,576,9,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"284",75920,2005,2010,7,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"285",44247,1992,2010,7,576,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"286",53982,1985,2010,8,587,7,"corridor","individual_heating","self_management",80,76,"0~5min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"287",55752,1986,2010,8,508,9,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"288",60000,1992,2010,8,576,12,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"289",82300,1992,2010,8,644,18,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"290",61946,1992,2010,8,576,12,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"291",36548,1992,2010,8,355,14,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"292",75920,2005,2010,8,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"293",79646,1992,2010,8,914,1,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"294",79646,1992,2010,8,644,4,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"295",75221,1997,2010,9,644,8,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"296",54867,1992,2010,9,640,9,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"297",80973,1992,2010,9,644,11,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"298",79646,1993,2010,9,644,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"299",49557,1992,2010,10,576,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"300",60176,1992,2010,10,576,2,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"301",43185,1992,2010,10,355,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"302",65486,1992,2010,10,640,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"303",76548,1997,2010,11,644,4,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"304",75221,1997,2010,11,644,10,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"305",57522,1986,2010,11,508,3,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"306",65929,1986,2010,11,508,7,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"307",82300,1993,2010,11,644,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"308",37610,1992,2010,11,355,2,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
